ParticipantID,StatementID,Rating
1,12,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 12. Diversification of AI training data and sources"
1,13,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 13. Too much bureaucracy slowing progress"
1,14,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 14. Concerns with liability"
1,15,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 15. AI could decrease false positives"
1,16,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 16. Proactive preventative care"
1,17,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 17. Benefits in equitable access"
1,18,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 18. AI could free up time for pt care"
1,19,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 19. Developing a rigorous privacy and quality assurance framework"
1,20,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 20. AI could be misused"
1,21,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 21. Helps with generation of ideas can act as a sounding board"
1,22,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 22. Benefits with accessibility & communication (translating languages lay terms)"
1,23,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 23. AI allows access vast information very quickly to help diagnosis"
1,24,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 24. Benefits in early distress screening"
1,25,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 25. Establishing proper consent"
1,26,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 26. Concerns with job security"
1,27,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 27. Benefits with patient access to accurate information"
1,28,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 28. Concerns about personalizing care"
1,29,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 29. Data governance policies and regulations to enhance data quality and accountability"
1,30,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 30. Savings in time, can integrate different information and improve in treatment especially when there is less number of human specialist"
1,31,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 31. AI could remove human bias"
1,32,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 32. Regulation framework and a good understanding of the medico-legal implications"
1,33,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 33. AI could lead to excessive human delegation, assuming that that AI will take care of it!"
1,34,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 34. Knowledge repositing for learning and research"
1,35,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 35. AI could be of concern regarding its ongoing validation"
1,36,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 36. AI could be of concern to patient privacy"
1,37,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 37. Consultation recording and transcription"
1,38,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 38. Ensuring cybersecurity of AI tools"
1,39,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 39. Educating end-users about properly navigating AI"
1,40,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 40. Concerns with protection of personal health identifiers"
1,41,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 41. Facilitation of clinical research"
1,42,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 42. Improve access to services"
1,43,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 43. Ensuring accessibility and translation"
1,44,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 44. AI could help improve accuracy"
1,45,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 45. Embed research / quality improvement into all areas"
1,46,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 46. ""Garbage in, garbage out"" - data that the AI model is trained on must be good, clean, large and diverse"
1,47,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 47. Concerns with attrition of skills in healthcare providers"
1,48,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 48. Preservation of human touch"
1,49,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 49. Loss of human connection/interactions"
1,50,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 50. Summarization of large amounts of text or data - increases digestability/highlighting key points"
1,51,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 51. Collate large databases"
1,52,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 52. AI could engender issues with trust"
1,53,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 53. Pooling large volume of data can improve accuracy of AI system and allow for more timely diagnosis and treatment recommendation"
1,54,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 54. Concerns with responsibility accountability of AI recommendations"
1,55,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 55. AI hallucinations"
1,56,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 56. Multidisciplinary collaboration and training in developing AI models"
1,57,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 57. 24/7 availability, AI doesn’t get tired or brain fog"
1,58,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 58. Noticing patterns and new things humans haven’t noticed"
1,59,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 59. Prediction/prognosis/treatment recommendations"
1,60,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 60. Concerns with standards for quality, accuracy, etc."
1,61,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 61. Concerns with power outages and down time procedures"
1,62,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 62. Increased opportunities for innovation"
1,63,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 63. Distress is nuanced and often detected in the unsaid of human communication and in a trusting therapeutic relationship"
1,64,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 64. Personalization of AI support tools for patients"
1,65,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 65. Concerns with difficulty to know older data for training and missing new breakthrough information"
1,66,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 66. Concerns with consent of patient"
1,67,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 67. Racism bias through research (history of medical research)"
1,68,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 68. Phased roll-out: Start with simple, ""low stakes"" tasks continue in stages"
1,69,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 69. Reduce admin burden"
1,70,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 70. Potential in navigation and directing to self-management resources"
1,71,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 71. Over reliance by physicians and reduced problem solving skills"
1,72,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 72. Ability to make text/conversation more digestable for patients (less technical)"
1,73,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 73. Ensuring clinical validation of AI tools"
1,74,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 74. Concerns with maintaining up to date information, sources and programming"
1,75,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 75. Data privacy concerns"
1,76,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 76. Triage diagnostic results for clinicians"
1,77,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 77. Concerns with going too far and can’t come back"
1,78,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 78. Control of data by corporations"
1,79,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 79. AI could help address the human health resources issue"
1,80,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 80. Faster assessments to inform decision-making"
1,81,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 81. Concerns with transparency"
1,82,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 82. AI could make mistakes"
1,83,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 83. Concerns with stability of the system (during virus attack, power outage, system interruption)"
1,84,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 84. Live translation and/or transcription of conversations"
1,85,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 85. Establishing guidelines for “best practices” for training AI + clinical validation"
1,86,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 86. Lack of training/knowledge for those using the AI tool in the real world"
1,87,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 87. Can existing healthcare servers support the use of AI?"
1,88,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 88. Ensuring interpretability of AI tools"
1,89,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 89. Allow clinicians to focus on tasks requiring their expertise"
1,90,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 90. Identifying and focusing on high-priority areas, such as prevention"
1,91,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 91. Concerns that data is held by private companies"
1,92,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 92. Maintaining competency with changing best practices and approuved standards"
1,93,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 93. Minority groups being marginalized"
1,94,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 94. Patient/parent/caregiver/provider acceptability"
1,95,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 95. Data ownership and standards and guidelines on AI developed are not established"
1,96,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 96. Possibility of data breaches / data leaks"
1,97,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 97. Potential for widening differential diagnosis, widening perspective of patient"
1,98,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 98. Lists possible outcome and risks for the patient"
1,99,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 99. Cybersecurity concerns"
1,100,"Statement Rating Task.

Please rate each statement for its relative importance where: 1 = relatively unimportant (compared with the rest of the statements) 2 = somewhat important 3 = moderately important 4 = very important 5 = extremely important (compared with the rest of the statements). Please disregard the numbering of statements. - 100. Automation of routine tasks"
1,1,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 1. Human oversight during implementation in early days"
1,2,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 2. Concerns with confidentiality"
1,3,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 3. Concerns with patient acceptability"
1,4,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 4. Efficiency improved for documentation"
1,5,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 5. False confidence"
