StatementID,Feasibility_count,Importance_count,Feasibility_mean,Importance_mean,Feasibility_std,Importance_std,StatementText
80,14,14,4.142857142857143,3.5714285714285716,0.8644378215075665,0.9376144618769907,80. Faster assessments to inform decision-making
81,14,14,3.2857142857142856,3.5714285714285716,0.726273039202563,1.2224996910042532,81. Concerns with transparency
82,14,14,3.2857142857142856,3.2857142857142856,1.4373357526806552,1.0690449676496976,82. AI could make mistakes
83,14,14,2.7142857142857144,2.7142857142857144,1.2043875831929896,1.0690449676496976,"83. Concerns with stability of the system (during virus attack, power outage, system interruption)"
84,14,14,4.571428571428571,3.857142857142857,0.7559289460184544,1.027105182026191,84. Live translation and/or transcription of conversations
85,14,14,3.5714285714285716,3.7142857142857144,1.222499691004253,1.0690449676496976,85. Establishing guidelines for “best practices” for training AI + clinical validation
86,14,14,3.857142857142857,3.142857142857143,1.4064216928154862,1.027105182026191,86. Lack of training/knowledge for those using the AI tool in the real world
87,14,14,3.7142857142857144,1.7142857142857142,1.2043875831929896,0.4688072309384954,87. Can existing healthcare servers support the use of AI?
88,14,14,4.0,3.142857142857143,0.554700196225229,1.167320591199077,88. Ensuring interpretability of AI tools
89,14,14,4.428571428571429,4.428571428571429,0.7559289460184544,1.0894095588038444,89. Allow clinicians to focus on tasks requiring their expertise
90,14,14,4.142857142857143,3.2857142857142856,1.167320591199077,0.9138735334633754,"90. Identifying and focusing on high-priority areas, such as prevention"
91,14,14,2.7142857142857144,3.4285714285714284,1.3259870882635918,0.9376144618769908,91. Concerns that data is held by private companies
92,14,14,3.4285714285714284,3.142857142857143,0.9376144618769907,1.1673205911990767,92. Maintaining competency with changing best practices and approuved standards
93,14,14,3.2857142857142856,3.142857142857143,1.2043875831929896,1.292412345317728,93. Minority groups being marginalized
94,14,14,3.4285714285714284,4.0,0.7559289460184544,0.9607689228305228,94. Patient/parent/caregiver/provider acceptability
95,14,14,3.5714285714285716,2.857142857142857,1.0894095588038444,1.292412345317728,95. Data ownership and standards and guidelines on AI developed are not established
96,14,14,3.0,3.142857142857143,1.1094003924504583,1.292412345317728,96. Possibility of data breaches / data leaks
97,14,14,4.142857142857143,2.857142857142857,0.8644378215075665,1.292412345317728,"97. Potential for widening differential diagnosis, widening perspective of patient"
98,14,14,4.285714285714286,4.0,0.7262730392025628,0.9607689228305228,98. Lists possible outcome and risks for the patient
99,14,14,3.0,3.142857142857143,1.1094003924504583,1.292412345317728,99. Cybersecurity concerns
100,14,14,4.714285714285714,4.142857142857143,0.4688072309384954,1.027105182026191,100. Automation of routine tasks
