ParticipantID,StatementID,Rating,RatingType
4,69,5,Importance
4,70,4,Importance
4,71,4,Importance
4,72,3,Importance
4,73,3,Importance
4,74,4,Importance
4,75,5,Importance
4,76,4,Importance
4,77,2,Importance
4,78,3,Importance
4,79,5,Importance
4,80,4,Importance
4,81,3,Importance
4,82,2,Importance
4,83,3,Importance
4,84,5,Importance
4,85,3,Importance
4,86,2,Importance
4,87,1,Importance
4,88,4,Importance
4,89,5,Importance
4,90,3,Importance
4,91,3,Importance
4,92,4,Importance
4,93,4,Importance
4,94,4,Importance
4,95,4,Importance
4,96,5,Importance
4,97,4,Importance
4,98,4,Importance
4,99,5,Importance
4,100,4,Importance
5,1,5,Importance
5,2,5,Importance
5,3,5,Importance
5,4,5,Importance
5,5,4,Importance
5,6,4,Importance
5,7,5,Importance
5,8,5,Importance
5,9,5,Importance
5,10,5,Importance
5,11,4,Importance
5,12,4,Importance
5,13,3,Importance
5,14,4,Importance
5,15,4,Importance
5,16,4,Importance
5,17,5,Importance
5,18,5,Importance
5,19,5,Importance
5,20,3,Importance
5,21,5,Importance
5,22,5,Importance
5,23,5,Importance
5,24,5,Importance
5,25,2,Importance
5,26,4,Importance
5,27,5,Importance
5,28,5,Importance
5,29,5,Importance
5,30,5,Importance
5,31,5,Importance
5,32,5,Importance
5,33,5,Importance
5,34,5,Importance
5,35,5,Importance
5,36,5,Importance
5,37,3,Importance
5,38,5,Importance
5,39,5,Importance
5,40,5,Importance
5,41,3,Importance
5,42,5,Importance
5,43,5,Importance
5,44,4,Importance
5,45,5,Importance
5,46,5,Importance
5,47,4,Importance
5,48,5,Importance
5,49,5,Importance
5,50,5,Importance
5,51,5,Importance
5,52,5,Importance
5,53,5,Importance
5,54,5,Importance
5,55,5,Importance
5,56,3,Importance
5,57,5,Importance
5,58,5,Importance
5,59,5,Importance
5,60,4,Importance
5,61,3,Importance
5,62,4,Importance
5,63,5,Importance
5,64,5,Importance
5,65,5,Importance
5,66,5,Importance
5,67,5,Importance
5,68,5,Importance
5,69,5,Importance
5,70,5,Importance
5,71,4,Importance
5,72,5,Importance
5,73,5,Importance
5,74,5,Importance
5,75,5,Importance
5,76,4,Importance
5,77,5,Importance
5,78,3,Importance
5,79,4,Importance
5,80,4,Importance
5,81,5,Importance
5,82,5,Importance
5,83,5,Importance
5,84,5,Importance
5,85,5,Importance
5,86,5,Importance
5,87,2,Importance
5,88,2,Importance
5,89,5,Importance
5,90,3,Importance
5,91,5,Importance
5,92,5,Importance
5,93,5,Importance
5,94,5,Importance
5,95,5,Importance
5,96,5,Importance
5,97,1,Importance
5,98,5,Importance
5,99,4,Importance
5,100,5,Importance
6,1,4,Importance
6,2,3,Importance
6,3,4,Importance
6,4,3,Importance
6,5,1,Importance
6,6,4,Importance
6,7,3,Importance
6,8,3,Importance
6,9,4,Importance
6,10,3,Importance
6,11,3,Importance
6,12,4,Importance
6,13,2,Importance
6,14,5,Importance
6,15,4,Importance
6,16,2,Importance
6,17,5,Importance
6,18,3,Importance
6,19,3,Importance
6,20,3,Importance
6,21,3,Importance
6,22,3,Importance
6,23,4,Importance
6,24,4,Importance
6,25,5,Importance
6,26,2,Importance
6,27,3,Importance
6,28,4,Importance
6,29,3,Importance
6,30,4,Importance
6,31,3,Importance
6,32,2,Importance
6,33,2,Importance
6,34,2,Importance
6,35,3,Importance
6,36,2,Importance
6,37,2,Importance
6,38,4,Importance
6,39,3,Importance
6,40,4,Importance
6,41,3,Importance
6,42,3,Importance
6,43,3,Importance
6,44,4,Importance
6,45,2,Importance
6,46,3,Importance
6,47,2,Importance
6,48,2,Importance
6,49,3,Importance
6,50,5,Importance
6,51,3,Importance
6,52,2,Importance
6,53,3,Importance
6,54,3,Importance
6,55,2,Importance
6,56,3,Importance
6,57,2,Importance
6,58,3,Importance
6,59,4,Importance
6,60,3,Importance
6,61,2,Importance
6,62,4,Importance
6,63,3,Importance
6,64,4,Importance
6,65,2,Importance
6,66,4,Importance
6,67,3,Importance
6,68,4,Importance
6,69,2,Importance
6,70,3,Importance
6,71,2,Importance
6,72,2,Importance
6,73,3,Importance
6,74,3,Importance
6,75,4,Importance
6,76,3,Importance
6,77,2,Importance
6,78,3,Importance
6,79,3,Importance
6,80,3,Importance
6,81,2,Importance
6,82,4,Importance
6,83,3,Importance
6,84,3,Importance
6,85,4,Importance
6,86,3,Importance
6,87,2,Importance
6,88,3,Importance
6,89,4,Importance
6,90,3,Importance
6,91,4,Importance
6,92,3,Importance
6,93,4,Importance
6,94,4,Importance
6,95,3,Importance
6,96,2,Importance
6,97,3,Importance
6,98,4,Importance
6,99,3,Importance
6,100,4,Importance
8,1,5,Importance
8,2,5,Importance
8,3,5,Importance
8,4,3,Importance
8,5,3,Importance
8,6,3,Importance
8,7,4,Importance
8,8,5,Importance
8,9,4,Importance
8,10,3,Importance
8,11,4,Importance
8,12,3,Importance
8,13,3,Importance
8,14,4,Importance
8,15,2,Importance
8,16,2,Importance
8,17,2,Importance
8,18,4,Importance
8,19,4,Importance
8,20,4,Importance
8,21,1,Importance
8,22,4,Importance
8,23,4,Importance
8,24,2,Importance
8,25,1,Importance
8,26,1,Importance
8,27,1,Importance
8,28,4,Importance
8,29,4,Importance
8,30,5,Importance
8,31,4,Importance
8,32,3,Importance
8,33,2,Importance
8,34,3,Importance
8,35,2,Importance
8,36,4,Importance
8,37,5,Importance
8,38,4,Importance
8,39,5,Importance
8,40,4,Importance
8,41,4,Importance
8,42,3,Importance
8,43,4,Importance
8,44,3,Importance
8,45,1,Importance
8,46,5,Importance
8,47,4,Importance
8,48,5,Importance
8,49,5,Importance
8,50,4,Importance
8,51,4,Importance
8,52,4,Importance
8,53,2,Importance
8,54,4,Importance
8,55,2,Importance
8,56,5,Importance
8,57,3,Importance
8,58,4,Importance
8,59,4,Importance
8,60,2,Importance
8,61,1,Importance
8,62,2,Importance
8,63,3,Importance
8,64,4,Importance
8,65,2,Importance
8,66,4,Importance
8,67,4,Importance
8,68,3,Importance
8,69,5,Importance
8,70,3,Importance
8,71,3,Importance
8,72,4,Importance
8,73,5,Importance
8,74,2,Importance
8,75,4,Importance
8,76,4,Importance
8,77,2,Importance
8,78,3,Importance
8,79,3,Importance
8,80,4,Importance
8,81,4,Importance
8,82,3,Importance
8,83,2,Importance
8,84,4,Importance
8,85,4,Importance
8,86,3,Importance
8,87,2,Importance
8,88,2,Importance
8,89,5,Importance
8,90,4,Importance
8,91,3,Importance
8,92,2,Importance
8,93,3,Importance
8,94,4,Importance
8,95,3,Importance
8,96,3,Importance
8,97,2,Importance
8,98,4,Importance
8,99,4,Importance
8,100,5,Importance
1,1,5,Feasibility
1,2,5,Feasibility
1,3,5,Feasibility
1,4,5,Feasibility
1,5,5,Feasibility
1,6,5,Feasibility
1,7,5,Feasibility
1,8,5,Feasibility
1,9,5,Feasibility
1,10,5,Feasibility
1,11,5,Feasibility
1,12,5,Feasibility
1,13,5,Feasibility
1,14,5,Feasibility
1,15,5,Feasibility
1,16,5,Feasibility
1,17,5,Feasibility
1,18,5,Feasibility
1,19,5,Feasibility
1,20,5,Feasibility
1,21,5,Feasibility
1,22,5,Feasibility
1,23,5,Feasibility
1,24,5,Feasibility
1,25,5,Feasibility
1,26,5,Feasibility
1,27,5,Feasibility
1,28,5,Feasibility
1,29,5,Feasibility
1,30,5,Feasibility
1,31,5,Feasibility
1,32,5,Feasibility
1,33,5,Feasibility
1,34,5,Feasibility
1,35,5,Feasibility
1,36,5,Feasibility
1,37,5,Feasibility
1,38,5,Feasibility
1,39,5,Feasibility
1,40,5,Feasibility
1,41,5,Feasibility
1,42,5,Feasibility
1,43,5,Feasibility
1,44,5,Feasibility
1,45,5,Feasibility
1,46,5,Feasibility
1,47,5,Feasibility
1,48,5,Feasibility
1,49,5,Feasibility
1,50,5,Feasibility
1,51,5,Feasibility
1,52,5,Feasibility
1,53,5,Feasibility
1,54,5,Feasibility
1,55,5,Feasibility
1,56,5,Feasibility
1,57,5,Feasibility
1,58,5,Feasibility
1,59,5,Feasibility
1,60,5,Feasibility
1,61,5,Feasibility
1,62,5,Feasibility
1,63,5,Feasibility
1,64,5,Feasibility
1,65,5,Feasibility
1,66,5,Feasibility
1,67,5,Feasibility
1,68,5,Feasibility
1,69,5,Feasibility
1,70,5,Feasibility
1,71,5,Feasibility
1,72,5,Feasibility
1,73,5,Feasibility
1,74,5,Feasibility
1,75,5,Feasibility
1,76,5,Feasibility
1,77,5,Feasibility
1,78,5,Feasibility
1,79,5,Feasibility
1,80,5,Feasibility
1,81,5,Feasibility
1,82,5,Feasibility
1,83,5,Feasibility
1,84,5,Feasibility
1,85,5,Feasibility
1,86,5,Feasibility
1,87,5,Feasibility
1,88,5,Feasibility
1,89,5,Feasibility
1,90,5,Feasibility
1,91,5,Feasibility
1,92,5,Feasibility
1,93,5,Feasibility
1,94,5,Feasibility
1,95,5,Feasibility
1,96,5,Feasibility
1,97,5,Feasibility
1,98,5,Feasibility
1,99,5,Feasibility
1,100,5,Feasibility
2,1,3,Feasibility
2,2,3,Feasibility
2,3,3,Feasibility
2,4,4,Feasibility
2,5,3,Feasibility
2,6,3,Feasibility
2,7,3,Feasibility
2,8,4,Feasibility
2,9,3,Feasibility
2,10,2,Feasibility
2,11,4,Feasibility
2,12,2,Feasibility
2,13,4,Feasibility
2,14,3,Feasibility
2,15,3,Feasibility
2,16,4,Feasibility
2,17,3,Feasibility
2,18,4,Feasibility
2,19,3,Feasibility
2,20,2,Feasibility
2,21,3,Feasibility
2,22,3,Feasibility
2,23,4,Feasibility
2,24,4,Feasibility
2,25,4,Feasibility
2,26,1,Feasibility
2,27,4,Feasibility
2,28,3,Feasibility
2,29,2,Feasibility
2,30,4,Feasibility
2,31,3,Feasibility
2,32,2,Feasibility
2,33,3,Feasibility
2,34,3,Feasibility
2,35,3,Feasibility
2,36,3,Feasibility
2,37,5,Feasibility
2,38,4,Feasibility
2,39,3,Feasibility
2,40,3,Feasibility
2,41,3,Feasibility
2,42,4,Feasibility
2,43,3,Feasibility
2,44,4,Feasibility
2,45,3,Feasibility
2,46,1,Feasibility
2,47,3,Feasibility
2,48,3,Feasibility
2,49,3,Feasibility
2,50,5,Feasibility
2,51,4,Feasibility
2,52,3,Feasibility
2,53,4,Feasibility
2,54,3,Feasibility
2,55,4,Feasibility
2,56,3,Feasibility
2,57,3,Feasibility
2,58,3,Feasibility
2,59,4,Feasibility
2,60,3,Feasibility
2,61,1,Feasibility
2,62,3,Feasibility
2,63,3,Feasibility
2,64,4,Feasibility
2,65,3,Feasibility
2,66,3,Feasibility
2,67,3,Feasibility
2,68,4,Feasibility
2,69,5,Feasibility
2,70,4,Feasibility
2,71,3,Feasibility
2,72,3,Feasibility
2,73,3,Feasibility
2,74,3,Feasibility
2,75,3,Feasibility
2,76,4,Feasibility
2,77,2,Feasibility
2,78,4,Feasibility
2,79,4,Feasibility
2,80,3,Feasibility
2,81,3,Feasibility
2,82,3,Feasibility
2,83,2,Feasibility
2,84,4,Feasibility
2,85,3,Feasibility
2,86,3,Feasibility
2,87,2,Feasibility
2,88,4,Feasibility
2,89,4,Feasibility
2,90,3,Feasibility
2,91,4,Feasibility
2,92,3,Feasibility
2,93,3,Feasibility
2,94,3,Feasibility
2,95,3,Feasibility
2,96,3,Feasibility
2,97,3,Feasibility
2,98,4,Feasibility
2,99,3,Feasibility
2,100,5,Feasibility
3,1,3,Feasibility
3,2,5,Feasibility
3,3,3,Feasibility
3,4,5,Feasibility
3,5,4,Feasibility
3,6,5,Feasibility
3,7,5,Feasibility
3,8,4,Feasibility
3,9,4,Feasibility
3,10,2,Feasibility
3,11,5,Feasibility
3,12,5,Feasibility
3,13,5,Feasibility
3,14,1,Feasibility
3,15,4,Feasibility
3,16,4,Feasibility
3,17,5,Feasibility
3,18,4,Feasibility
3,19,4,Feasibility
3,20,2,Feasibility
3,21,5,Feasibility
3,22,5,Feasibility
3,23,5,Feasibility
3,24,4,Feasibility
3,25,5,Feasibility
3,26,3,Feasibility
3,27,4,Feasibility
3,28,5,Feasibility
3,29,3,Feasibility
3,30,5,Feasibility
3,31,2,Feasibility
3,32,2,Feasibility
3,33,3,Feasibility
3,34,5,Feasibility
3,35,3,Feasibility
3,36,2,Feasibility
3,37,5,Feasibility
3,38,3,Feasibility
3,39,4,Feasibility
3,40,3,Feasibility
3,41,5,Feasibility
3,42,5,Feasibility
3,43,3,Feasibility
3,44,5,Feasibility
3,45,3,Feasibility
3,46,2,Feasibility
3,47,3,Feasibility
3,48,5,Feasibility
3,49,5,Feasibility
3,50,5,Feasibility
3,51,4,Feasibility
3,52,3,Feasibility
3,53,5,Feasibility
3,54,2,Feasibility
3,55,4,Feasibility
3,56,3,Feasibility
3,57,5,Feasibility
3,58,5,Feasibility
3,59,4,Feasibility
3,60,3,Feasibility
3,61,5,Feasibility
3,62,5,Feasibility
3,63,3,Feasibility
3,64,5,Feasibility
3,65,5,Feasibility
3,66,3,Feasibility
3,67,3,Feasibility
3,68,4,Feasibility
3,69,5,Feasibility
3,70,4,Feasibility
3,71,3,Feasibility
3,72,5,Feasibility
3,73,4,Feasibility
3,74,4,Feasibility
3,75,2,Feasibility
3,76,5,Feasibility
3,77,4,Feasibility
3,78,1,Feasibility
3,79,5,Feasibility
3,80,5,Feasibility
3,81,3,Feasibility
3,82,5,Feasibility
3,83,2,Feasibility
3,84,5,Feasibility
3,85,2,Feasibility
3,86,1,Feasibility
3,87,4,Feasibility
3,88,4,Feasibility
3,89,5,Feasibility
3,90,5,Feasibility
3,91,1,Feasibility
3,92,4,Feasibility
3,93,5,Feasibility
3,94,3,Feasibility
3,95,3,Feasibility
3,96,2,Feasibility
3,97,5,Feasibility
3,98,5,Feasibility
3,99,2,Feasibility
3,100,5,Feasibility
4,1,3,Feasibility
4,2,3,Feasibility
4,3,4,Feasibility
4,4,5,Feasibility
4,5,3,Feasibility
4,6,5,Feasibility
4,7,3,Feasibility
4,8,4,Feasibility
4,9,4,Feasibility
4,10,4,Feasibility
4,11,5,Feasibility
4,12,4,Feasibility
4,13,2,Feasibility
4,14,4,Feasibility
4,15,5,Feasibility
4,16,5,Feasibility
4,17,5,Feasibility
4,18,5,Feasibility
4,19,4,Feasibility
4,20,2,Feasibility
4,21,5,Feasibility
4,22,5,Feasibility
4,23,5,Feasibility
4,24,5,Feasibility
4,25,4,Feasibility
4,26,2,Feasibility
4,27,5,Feasibility
4,28,3,Feasibility
4,29,2,Feasibility
4,30,5,Feasibility
4,31,3,Feasibility
4,32,3,Feasibility
4,33,3,Feasibility
4,34,5,Feasibility
4,35,4,Feasibility
4,36,4,Feasibility
4,37,5,Feasibility
4,38,3,Feasibility
4,39,4,Feasibility
4,40,4,Feasibility
4,41,5,Feasibility
4,42,5,Feasibility
4,43,5,Feasibility
4,44,4,Feasibility
4,45,5,Feasibility
4,46,4,Feasibility
4,47,2,Feasibility
4,48,3,Feasibility
4,49,3,Feasibility
4,50,5,Feasibility
4,51,5,Feasibility
4,52,4,Feasibility
4,53,5,Feasibility
4,54,3,Feasibility
4,55,3,Feasibility
4,56,4,Feasibility
4,57,5,Feasibility
4,58,5,Feasibility
4,59,5,Feasibility
4,60,2,Feasibility
4,61,3,Feasibility
4,62,5,Feasibility
4,63,3,Feasibility
4,64,4,Feasibility
4,65,3,Feasibility
4,66,4,Feasibility
4,67,3,Feasibility
4,68,4,Feasibility
4,69,5,Feasibility
4,70,5,Feasibility
4,71,2,Feasibility
4,72,5,Feasibility
4,73,4,Feasibility
4,74,4,Feasibility
4,75,3,Feasibility
4,76,5,Feasibility
4,77,2,Feasibility
4,78,2,Feasibility
4,79,5,Feasibility
4,80,5,Feasibility
4,81,3,Feasibility
4,82,1,Feasibility
4,83,2,Feasibility
4,84,5,Feasibility
4,85,4,Feasibility
4,86,4,Feasibility
4,87,5,Feasibility
4,88,4,Feasibility
4,89,5,Feasibility
4,90,5,Feasibility
4,91,2,Feasibility
4,92,3,Feasibility
4,93,3,Feasibility
4,94,4,Feasibility
4,95,3,Feasibility
4,96,2,Feasibility
4,97,5,Feasibility
4,98,5,Feasibility
4,99,2,Feasibility
4,100,5,Feasibility
5,1,5,Feasibility
5,2,5,Feasibility
5,3,4,Feasibility
5,4,4,Feasibility
5,5,3,Feasibility
5,6,2,Feasibility
5,7,5,Feasibility
5,8,3,Feasibility
5,9,5,Feasibility
5,10,4,Feasibility
5,11,5,Feasibility
5,12,3,Feasibility
5,13,2,Feasibility
5,14,3,Feasibility
5,15,3,Feasibility
5,16,3,Feasibility
5,17,2,Feasibility
5,18,4,Feasibility
5,19,5,Feasibility
5,20,4,Feasibility
5,21,5,Feasibility
5,22,5,Feasibility
5,23,5,Feasibility
5,24,4,Feasibility
5,25,2,Feasibility
5,26,3,Feasibility
5,27,4,Feasibility
5,28,3,Feasibility
5,29,4,Feasibility
5,30,4,Feasibility
5,31,2,Feasibility
5,32,3,Feasibility
5,33,2,Feasibility
5,34,5,Feasibility
5,35,3,Feasibility
5,36,3,Feasibility
5,38,5,Feasibility
5,39,4,Feasibility
5,40,3,Feasibility
5,41,4,Feasibility
5,42,4,Feasibility
5,43,5,Feasibility
5,44,3,Feasibility
5,45,4,Feasibility
5,46,2,Feasibility
5,47,3,Feasibility
5,48,1,Feasibility
5,49,1,Feasibility
5,50,4,Feasibility
5,51,4,Feasibility
5,52,3,Feasibility
5,53,2,Feasibility
5,54,3,Feasibility
5,55,2,Feasibility
5,56,4,Feasibility
5,57,5,Feasibility
5,58,5,Feasibility
5,59,5,Feasibility
5,60,3,Feasibility
5,61,2,Feasibility
5,62,4,Feasibility
5,63,2,Feasibility
5,64,3,Feasibility
5,65,2,Feasibility
5,66,3,Feasibility
5,67,2,Feasibility
5,68,5,Feasibility
5,69,4,Feasibility
5,70,5,Feasibility
5,71,3,Feasibility
5,72,5,Feasibility
5,73,3,Feasibility
5,74,3,Feasibility
5,75,3,Feasibility
5,76,4,Feasibility
5,77,2,Feasibility
5,78,4,Feasibility
5,79,3,Feasibility
5,80,3,Feasibility
5,81,3,Feasibility
5,82,2,Feasibility
5,83,2,Feasibility
5,84,5,Feasibility
5,85,5,Feasibility
5,86,5,Feasibility
5,87,4,Feasibility
5,88,4,Feasibility
5,89,5,Feasibility
5,90,5,Feasibility
5,91,3,Feasibility
5,92,4,Feasibility
5,93,2,Feasibility
5,94,3,Feasibility
5,95,5,Feasibility
5,96,3,Feasibility
5,97,3,Feasibility
5,98,4,Feasibility
5,99,3,Feasibility
5,100,4,Feasibility
7,1,4,Feasibility
7,2,3,Feasibility
7,3,3,Feasibility
7,4,4,Feasibility
7,6,3,Feasibility
7,7,3,Feasibility
7,8,3,Feasibility
7,9,4,Feasibility
7,10,2,Feasibility
7,11,2,Feasibility
7,12,3,Feasibility
7,13,3,Feasibility
7,14,3,Feasibility
7,15,4,Feasibility
7,16,3,Feasibility
7,17,4,Feasibility
7,18,3,Feasibility
7,19,3,Feasibility
7,20,3,Feasibility
7,21,4,Feasibility
7,22,4,Feasibility
7,23,3,Feasibility
7,24,3,Feasibility
7,25,3,Feasibility
7,26,3,Feasibility
7,27,4,Feasibility
7,28,3,Feasibility
7,29,2,Feasibility
7,30,3,Feasibility
7,31,3,Feasibility
7,32,1,Feasibility
7,33,2,Feasibility
7,34,2,Feasibility
7,35,3,Feasibility
7,36,2,Feasibility
7,37,3,Feasibility
7,38,2,Feasibility
7,39,4,Feasibility
7,40,3,Feasibility
7,41,3,Feasibility
7,42,4,Feasibility
7,43,4,Feasibility
7,44,4,Feasibility
7,45,4,Feasibility
7,46,2,Feasibility
7,47,3,Feasibility
7,48,4,Feasibility
7,49,3,Feasibility
7,50,5,Feasibility
7,51,4,Feasibility
7,52,2,Feasibility
7,53,4,Feasibility
7,54,4,Feasibility
7,55,2,Feasibility
7,56,3,Feasibility
7,57,5,Feasibility
7,58,4,Feasibility
7,59,4,Feasibility
7,60,3,Feasibility
7,61,2,Feasibility
7,62,4,Feasibility
7,63,3,Feasibility
7,64,2,Feasibility
7,65,4,Feasibility
7,66,3,Feasibility
7,67,2,Feasibility
7,68,5,Feasibility
7,69,3,Feasibility
7,70,3,Feasibility
7,71,3,Feasibility
7,72,3,Feasibility
7,73,4,Feasibility
7,74,3,Feasibility
7,75,2,Feasibility
7,76,3,Feasibility
7,77,2,Feasibility
7,78,2,Feasibility
7,79,2,Feasibility
7,80,4,Feasibility
7,81,3,Feasibility
